Offset;Normal Form;Pitch-classes;Scale degrees;Highest pitch;Lowest pitch;Slice_Number;Measure;Chord;Segment_Number;Quality
231,75;[0, 3, 5];[10, 1, 3];[9, 0, 2];85;27;1172;58; C#5 C#6 B-3 E-1;14;T
232;[0, 2, 6];[1, 3, 7];[0, 2, 6];85;27;1173;58; C#5 C#6 G3 E-1;14;T
232,25;[0];[3];[2];51;27;1174;58; E-3 E-1;14;T
232,375;[0, 3];[0, 3];[11, 2];84;27;1175;58; C5 C6 E-1 E-3;14;T
232,5;[0, 2, 5];[10, 0, 3];[9, 11, 2];84;27;1176;58; C5 C6 B-2 E-1;14;T
232,75;[0, 3];[0, 3];[11, 2];84;27;1177;58; C5 C6 E-2 E-1;14;T
233;[0, 3, 6, 8, 9];[7, 10, 1, 3, 4];[6, 9, 0, 2, 3];82;27;1178;59; C#5 E5 G5 B-4 B-5 E-1;14;T
233,25;[0, 3, 6, 8, 9];[7, 10, 1, 3, 4];[6, 9, 0, 2, 3];82;27;1179;59; C#5 E5 G5 B-4 B-5 E-2 E-1;14;T
233,5;[0, 3, 6, 8, 9];[7, 10, 1, 3, 4];[6, 9, 0, 2, 3];82;27;1180;59; C#5 E5 G5 B-4 B-5 B-2 E-1;14;T
233,75;[0, 3, 6, 8, 9];[7, 10, 1, 3, 4];[6, 9, 0, 2, 3];82;27;1181;59; C#5 E5 G5 B-4 B-5 C#3 E-1;14;T
234;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1182;59; C5 C6 C#5 E5 G5 E3 E-1;14;T
234,125;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1183;59; C#5 E5 G5 C5 C6 G3 E-1;14;T
234,25;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1184;59; C#5 E5 G5 C5 C6 E-1;14;T
234,375;[0, 3, 5, 6, 8, 9];[7, 10, 0, 1, 3, 4];[6, 9, 11, 0, 2, 3];84;27;1185;59; C#5 E5 G5 C5 C6 B-3 E-1;14;T
234,5;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1186;59; C#5 E5 G5 C5 C6 C#4 E-1;14;T
234,625;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1187;59; C#5 E5 G5 C5 C6 E4 E-1;14;T
234,75;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1188;59; C#5 E5 G5 C5 C6 E-1;14;T
234,875;[0, 1, 3, 4, 7];[0, 1, 3, 4, 7];[11, 0, 2, 3, 6];84;27;1189;59; C#5 E5 G5 C5 C6 G4 E-1;14;T
235;[0, 1, 3, 6, 9];[2, 3, 5, 8, 11];[1, 2, 4, 7, 10];77;27;1190;59; B4 D5 F4 F5 G#4 E-1;14;T
235,25;[0, 3, 4, 6];[11, 2, 3, 5];[10, 1, 2, 4];77;27;1191;59; B4 D5 F4 F5 D4 E-1;14;T
235,5;[0, 3, 4, 6];[11, 2, 3, 5];[10, 1, 2, 4];77;27;1192;59; B4 D5 F4 F5 B3 E-1;14;T
235,75;[0, 1, 3, 6, 9];[2, 3, 5, 8, 11];[1, 2, 4, 7, 10];77;27;1193;59; B4 D5 F4 F5 G#3 E-1;14;T
236;[0, 1, 4, 7, 8];[7, 8, 11, 2, 3];[6, 7, 10, 1, 2];79;27;1194;59; G4 G5 B4 D5 G#3 E-1;14;T
236,375;[0, 4, 7, 8];[7, 11, 2, 3];[6, 10, 1, 2];79;27;1195;59; B4 D5 G4 G5 D3 E-1;14;T
236,625;[0, 4, 7, 8];[7, 11, 2, 3];[6, 10, 1, 2];79;27;1196;59; B4 D5 G4 G5 B2 E-1 D3;14;T
236,75;[0, 4, 7, 8];[7, 11, 2, 3];[6, 10, 1, 2];79;27;1197;59; B4 D5 G4 G5 E-1 B2;14;T
237;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;27;1198;60; F4 G4 B-4 B-3 C#4 E-1;14;T
237,375;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;27;1199;60; F4 G4 B-4 B-3 C#4 E-2 E-1;14;T
237,625;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;27;1200;60; F4 G4 B-4 B-3 C#4 B-2 E-1 E-2;14;T
237,75;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;27;1201;60; F4 G4 B-4 B-3 C#4 E-1 B-2;14;T
238;[0, 2, 3, 5, 7, 9];[10, 0, 1, 3, 5, 7];[9, 11, 0, 2, 4, 6];70;27;1202;60; C4 F4 G4 B-4 C#4 C#3 E-1;14;T
238,25;[0, 2, 3, 5, 7, 9];[10, 0, 1, 3, 5, 7];[9, 11, 0, 2, 4, 6];70;27;1203;60; F4 G4 B-4 C4 C#4 E-1 C#3;14;T
238,375;[0, 2, 3, 5, 7, 9];[10, 0, 1, 3, 5, 7];[9, 11, 0, 2, 4, 6];70;27;1204;60; F4 G4 B-4 C4 C#4 F3 E-1;14;T
238,625;[0, 2, 3, 5, 7, 9];[10, 0, 1, 3, 5, 7];[9, 11, 0, 2, 4, 6];70;27;1205;60; F4 G4 B-4 C4 C#4 G3 E-1 F3;14;T
238,75;[0, 2, 3, 5, 7, 9];[10, 0, 1, 3, 5, 7];[9, 11, 0, 2, 4, 6];70;27;1206;60; F4 G4 B-4 C4 C#4 E-1 G3;14;T
239;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;58;1207;60; E-4 F4 G4 B-4 C#4 B-3;14;T
239,375;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];70;55;1208;60; F4 G4 B-4 E-4 C#4 G3;14;T
239,625;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];70;53;1209;60; C#4 F4 G4 B-4 F3 G3;14;T
239,75;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];70;53;1210;60; F4 G4 B-4 C#4 F3;14;T
240;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];70;49;1211;60; F4 G4 B-4 C#4 C#3;14;T
240,25;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];70;49;1212;60; F4 G4 B-4 C#3;14;T
240,375;[0, 2, 5, 7];[5, 7, 10, 0];[4, 6, 9, 11];70;46;1213;60; C4 F4 G4 B-4 B-2;14;T
240,625;[0, 2, 4, 7, 9];[3, 5, 7, 10, 0];[2, 4, 6, 9, 11];70;39;1214;60; F4 G4 B-4 C4 E-2 B-2;14;T
240,75;[0, 2, 4, 7, 9];[3, 5, 7, 10, 0];[2, 4, 6, 9, 11];70;39;1215;60; F4 G4 B-4 C4 E-2;14;T
241;[0, 2, 6];[5, 7, 11];[4, 6, 10];65;31;1216;61; F4 B3 G1;14;T
241,25;[0, 4, 6];[7, 11, 1];[6, 10, 0];61;43;1217;61; C#4 B3 G2;14;T
241,5;[0, 2];[11, 1];[10, 0];61;49;1218;61; C#4 B3 C#3;14;T
241,75;[0, 2, 4];[11, 1, 3];[10, 0, 2];61;51;1219;61; C#4 B3 E-3;14;T
242;[0, 2, 6];[11, 1, 5];[10, 0, 4];61;53;1220;61; C#4 B3 F3;14;T
242,25;[0, 4, 6];[7, 11, 1];[6, 10, 0];61;55;1221;61; C#4 B3 G3;14;T
242,5;[0, 2, 4];[9, 11, 1];[8, 10, 0];61;57;1222;61; C#4 B3 A3;14;T
242,75;[0, 2];[11, 1];[10, 0];61;59;1223;61; C#4 B3;14;T
243;[0, 2];[11, 1];[10, 0];61;59;1224;61; C#4 B3;14;T
243,25;[0, 4];[11, 3];[10, 2];63;59;1225;61; E-4 B3;14;T
243,5;[0, 6];[5, 11];[4, 10];65;59;1226;61; F4 B3;15;A
243,75;[0, 4, 8];[3, 7, 11];[2, 6, 10];67;59;1227;61; G4 B3 E-4;15;A
244;[0, 2];[9, 11];[8, 10];69;59;1228;61; A4 B3;15;A
244,25;[0];[11];[10];71;59;1229;61; B4 B3;15;A
244,5;[0, 2];[11, 1];[10, 0];73;59;1230;61; C#5 B3;15;A
244,75;[0, 2, 4];[11, 1, 3];[10, 0, 2];75;59;1231;61; E-5 B3 C#4;15;A
245;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];79;39;1232;62; C#5 F5 G5 B-4 E-2;15;A
245,25;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];79;39;1233;62; C#5 F5 G5 B-4 E-2;15;A
245,375;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];79;51;1234;62; C#5 F5 G5 B-4 E-3;15;A
245,625;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];79;51;1235;62; C#5 F5 G5 B-4 B-3 E-3;15;A
245,75;[0, 2, 5, 8];[5, 7, 10, 1];[4, 6, 9, 0];79;58;1236;62; C#5 F5 G5 B-4 B-3;15;A
246;[0, 1, 5, 7];[0, 1, 5, 7];[11, 0, 4, 6];79;61;1237;62; C5 C#5 F5 G5 C#4;15;A
246,25;[0, 1, 5, 7];[0, 1, 5, 7];[11, 0, 4, 6];79;61;1238;62; C#5 F5 G5 C5 C#4;15;A
246,375;[0, 1, 5, 7];[0, 1, 5, 7];[11, 0, 4, 6];79;65;1239;62; C#5 F5 G5 C5 F4;15;A
246,625;[0, 1, 5, 7];[0, 1, 5, 7];[11, 0, 4, 6];79;65;1240;62; C#5 F5 G5 C5 G4 F4;15;A
246,75;[0, 1, 5, 7];[0, 1, 5, 7];[11, 0, 4, 6];79;67;1241;62; C#5 F5 G5 C5 G4;15;A
247;[0, 2, 4, 6, 9];[1, 3, 5, 7, 10];[0, 2, 4, 6, 9];79;70;1242;62; E-5 C#5 F5 G5 B-4;15;A
247,375;[0, 2, 4, 6];[1, 3, 5, 7];[0, 2, 4, 6];79;67;1243;62; C#5 F5 G5 E-5 G4;15;A
247,625;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;65;1244;62; C#5 F5 G5 F4 G4;15;A
247,75;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;65;1245;62; C#5 F5 G5 F4;15;A
248;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;61;1246;62; C#5 F5 G5 C#4;15;A
248,25;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;61;1247;62; F5 G5 C#4;15;A
248,375;[0, 2, 5, 7];[5, 7, 10, 0];[4, 6, 9, 11];79;58;1248;62; C5 F5 G5 B-3;15;A
248,625;[0, 2, 4, 7, 9];[3, 5, 7, 10, 0];[2, 4, 6, 9, 11];79;51;1249;62; C5 F5 G5 E-3 B-3;15;A
248,75;[0, 3, 5, 7];[0, 3, 5, 7];[11, 2, 4, 6];79;51;1250;62; C5 F5 G5 E-3;15;A
249;[0, 3, 6];[5, 8, 11];[4, 7, 10];77;56;1251;63; F5 B4 G#3;15;A
249,25;[0, 3, 5];[8, 11, 1];[7, 10, 0];73;56;1252;63; C#5 B4 C#4 G#3;15;A
249,5;[0, 3, 6, 8];[5, 8, 11, 1];[4, 7, 10, 0];73;56;1253;63; C#5 B4 F4 G#3;15;A
249,75;[0, 3, 5];[8, 11, 1];[7, 10, 0];73;56;1254;63; C#5 B4 G#4 G#3;15;A
250;[0, 3, 5];[8, 11, 1];[7, 10, 0];73;56;1255;63; C#5 B4 G#3;15;A
250,25;[0, 3, 5];[8, 11, 1];[7, 10, 0];73;56;1256;63; C#5 B4 G#3;15;A
250,5;[0, 3, 5, 7];[8, 11, 1, 3];[7, 10, 0, 2];75;56;1257;63; C#5 B4 E-5 G#3;15;A
250,75;[0, 3, 6, 8];[5, 8, 11, 1];[4, 7, 10, 0];77;56;1258;63; C#5 B4 F5 G#3;15;A
251;[0, 3, 5];[8, 11, 1];[7, 10, 0];80;56;1259;63; G#5 C#5 B4 G#3;15;A
251,25;[0, 3, 5];[8, 11, 1];[7, 10, 0];85;56;1260;63; C#6 C#5 B4 G#3;15;A
251,5;[0, 3, 6, 8];[5, 8, 11, 1];[4, 7, 10, 0];89;56;1261;63; F6 C#5 B4 G#3;15;A
251,75;[0, 3, 7];[8, 11, 3];[7, 10, 2];92;56;1262;63; G#6 B4 E-5 G#3;15;A
252;[0, 3];[8, 11];[7, 10];95;56;1263;63; B6 B4 G#3;15;A
252,25;[0, 3, 5];[8, 11, 1];[7, 10, 0];97;56;1264;63; C#7 G#3 B4;15;A
252,5;[0, 3, 7];[8, 11, 3];[7, 10, 2];99;56;1265;63; E-7 B4 G#3;15;A
252,75;[0, 3, 6, 8];[5, 8, 11, 1];[4, 7, 10, 0];101;56;1266;63; F7 B4 C#5 G#3;15;A
253;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;61;1267;64; F5 G5 C#4;15;A
253,25;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;61;1268;64; C#5 G5 F4 C#4;15;A
253,5;[0, 6];[1, 7];[0, 6];79;61;1269;64; C#5 G5 G4 C#4;15;A
253,75;[0, 2, 6];[7, 9, 1];[6, 8, 0];79;61;1270;64; C#5 G5 A4 C#4;15;A
254;[0, 4, 6];[7, 11, 1];[6, 10, 0];79;61;1271;64; C#5 G5 B4 C#4;15;A
254,25;[0, 6];[1, 7];[0, 6];79;61;1272;64; C#5 G5 C#4;15;A
254,5;[0, 2, 6];[1, 3, 7];[0, 2, 6];79;61;1273;64; C#5 G5 E-5 C#4;15;A
254,75;[0, 4, 6];[1, 5, 7];[0, 4, 6];79;61;1274;64; C#5 G5 F5 C#4;15;A
255;[0, 2, 6];[7, 9, 1];[6, 8, 0];81;61;1275;64; A5 C#5 G5 C#4;15;A
255,25;[0, 4, 6];[7, 11, 1];[6, 10, 0];83;61;1276;64; B5 C#5 G5 C#4;15;A
255,5;[0, 6];[1, 7];[0, 6];85;61;1277;64; C#6 C#5 G5 C#4;15;A
255,75;[0, 2, 6];[1, 3, 7];[0, 2, 6];87;61;1278;64; E-6 G5 E-5 C#4;15;A
256;[0, 2, 6, 8];[5, 7, 11, 1];[4, 6, 10, 0];89;61;1279;64; F6 G5 B4 C#4;15;A
256,25;[0, 4, 6];[7, 11, 1];[6, 10, 0];91;61;1280;64; G6 G5 C#4 B4;15;A
256,5;[0, 2, 4, 6];[7, 9, 11, 1];[6, 8, 10, 0];93;61;1281;64; A6 G5 C#4 B4;15;A
256,75;[0, 4, 6];[7, 11, 1];[6, 10, 0];95;61;1282;64; B6 G5 C#5 C#4;15;A
257;[0];[1];[0];61;61;1283;65; C#4;15;A
257,25;[0, 4];[1, 5];[0, 4];65;61;1284;65; F4 C#4;15;A
257,5;[0, 6];[1, 7];[0, 6];67;61;1285;65; G4 C#4;15;A
257,75;[0, 4];[9, 1];[8, 0];69;61;1286;65; A4 C#4;15;A
258;[0, 2];[11, 1];[10, 0];71;61;1287;65; B4 C#4;15;A
258,25;[0];[1];[0];73;61;1288;65; C#5 C#4;15;A
258,5;[0, 2];[1, 3];[0, 2];75;61;1289;65; E-5 C#4;15;A
258,75;[0, 4];[1, 5];[0, 4];77;61;1290;65; F5 C#4;15;A
259;[0];[1];[0];61;61;1291;65; C#4;15;A
259,25;[0, 4];[1, 5];[0, 4];65;61;1292;65; F4 C#4;15;A
259,5;[0, 6];[1, 7];[0, 6];67;61;1293;65; G4 C#4;15;A
259,75;[0, 4];[9, 1];[8, 0];69;61;1294;65; A4 C#4;15;A
260;[0, 2];[11, 1];[10, 0];71;61;1295;65; B4 C#4;15;A
260,25;[0];[1];[0];73;61;1296;65; C#5 C#4;15;A
260,5;[0, 2];[1, 3];[0, 2];75;61;1297;65; E-5 C#4;15;A
260,75;[0, 4];[1, 5];[0, 4];77;61;1298;65; F5 C#4;15;A
261;[0, 1, 5];[8, 9, 1];[7, 8, 0];80;68;1299;66; G#5 C#5 A4 G#4;15;A
262;[0, 3, 7];[6, 9, 1];[5, 8, 0];78;66;1300;66; F#5 C#5 F#4 A4;15;A
262,5;[0, 3, 7];[6, 9, 1];[5, 8, 0];85;66;1301;66; C#5 C#6 F#5 A4 F#4;15;A
263;[0, 3, 7];[2, 5, 9];[1, 4, 8];86;65;1302;66; A5 D5 F5 D6 F4 A4;15;A
264;[0, 3, 7];[2, 5, 9];[1, 4, 8];86;62;1303;66; A5 D5 F5 D6 D4 F4 A4;15;A
264,5;[0, 3, 7];[2, 5, 9];[1, 4, 8];89;62;1304;66; F5 F6 A5 F4 A4 D4;15;A
265;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];88;33;1305;67; G#5 C#6 E6 A1;15;A
265,125;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];88;33;1306;67; G#5 C#6 E6 E2 A1;15;A
265,25;[0, 3, 6, 8];[3, 6, 9, 11];[2, 5, 8, 10];87;33;1307;67; F#5 B5 E-6 A2 A1;15;A
265,375;[0, 2, 4, 6, 9];[9, 11, 1, 3, 6];[8, 10, 0, 2, 5];87;33;1308;67; F#5 B5 E-6 C#3 A1;15;A
265,5;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1309;67; E5 A5 C#6 E3 A1;15;A
265,625;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1310;67; E5 A5 C#6 A3 A1;15;A
265,75;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1311;67; E5 A5 C#6 C#4 A1;15;A
265,875;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1312;67; E5 A5 C#6 E4 A1;15;A
266;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1313;67; E5 A5 C#6 A1;15;A
266,5;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];76;33;1314;67; G#4 C#5 E5 A1;15;A
267;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];76;33;1315;67; G#4 C#5 E5 E3 A1;15;A
267,625;[0, 1, 3, 6, 8];[3, 4, 6, 9, 11];[2, 3, 5, 8, 10];75;33;1316;67; F#4 B4 E-5 A1 E3;15;A
268;[0, 3, 6, 8];[3, 6, 9, 11];[2, 5, 8, 10];75;33;1317;67; F#4 B4 E-5 A2 A1;15;A
268,25;[0];[9];[8];45;33;1318;67; A1 A2;15;A
268,375;[0, 4, 7];[9, 1, 4];[8, 0, 3];73;33;1319;67; E4 A4 C#5 A1 A2;15;A
269;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;24;1320;68; G5 C6 E-6 G6 C1;15;A
269,125;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;36;1321;68; G5 C6 E-6 G6 C2;15;A
269,25;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;43;1322;68; G5 C6 E-6 G6 G2;15;A
269,375;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;48;1323;68; G5 C6 E-6 G6 E-3 C3;15;A
269,5;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;55;1324;68; G3 G5 C6 E-6 G6;15;A
269,625;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;60;1325;68; C4 G5 C6 E-6 G6;15;A
269,75;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;63;1326;68; E-4 G5 C6 E-6 G6;15;A
269,875;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;67;1327;68; G4 G5 C6 E-6 G6;15;A
270;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;72;1328;68; C5 G5 C6 E-6 G6;15;A
270,125;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;75;1329;68; E-5 G5 C6 E-6 G6;15;A
270,25;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;79;1330;68; G5 C6 E-6 G6;15;A
270,375;[0, 3, 7];[0, 3, 7];[11, 2, 6];91;84;1331;68; E-6 C6 G6;15;A
270,5;[0];[7];[6];91;91;1332;68; G6;15;A
270,625;[0];[0];[11];96;96;1333;68; C7;15;A
270,75;[0];[3];[2];99;99;1334;68; E-7;15;A
270,875;[0];[7];[6];103;103;1335;68; G7;15;A
271;[0, 5];[7, 0];[6, 11];55;48;1336;68; C3 G3;15;A
273;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];88;33;1337;69; G#5 C#6 E6 A1;15;A
273,125;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];88;33;1338;69; G#5 C#6 E6 E2 A1;15;A
273,25;[0, 3, 6, 8];[3, 6, 9, 11];[2, 5, 8, 10];87;33;1339;69; F#5 B5 E-6 A2 A1;15;A
273,375;[0, 2, 4, 6, 9];[9, 11, 1, 3, 6];[8, 10, 0, 2, 5];87;33;1340;69; F#5 B5 E-6 C#3 A1;15;A
273,5;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1341;69; E5 A5 C#6 E3 A1;15;A
273,625;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1342;69; E5 A5 C#6 A3 A1;15;A
273,75;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1343;69; E5 A5 C#6 C#4 A1;15;A
273,875;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1344;69; E5 A5 C#6 E4 A1;15;A
274;[0, 4, 7];[9, 1, 4];[8, 0, 3];85;33;1345;69; E5 A5 C#6 A1;15;A
274,5;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];76;33;1346;69; G#4 C#5 E5 A1;15;A
275;[0, 1, 5, 8];[8, 9, 1, 4];[7, 8, 0, 3];76;33;1347;69; G#4 C#5 E5 E3 A1;15;A
275,625;[0, 1, 3, 6, 8];[3, 4, 6, 9, 11];[2, 3, 5, 8, 10];75;33;1348;69; F#4 B4 E-5 A1 E3;15;A
276;[0, 3, 6, 8];[3, 6, 9, 11];[2, 5, 8, 10];75;33;1349;69; F#4 B4 E-5 A2 A1;15;A
276,25;[0];[9];[8];45;33;1350;69; A1 A2;15;A
276,375;[0, 4, 7];[9, 1, 4];[8, 0, 3];73;33;1351;69; E4 A4 C#5 A1 A2;15;A
277;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1352;70; E-6 F#6 B-6 B-5 G#1;15;A
277,125;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1353;70; E-6 F#6 B-6 B-5 G#2 G#1;15;A
277,25;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1354;70; E-6 F#6 B-6 B-5 E-3 G#1;15;A
277,375;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1355;70; E-6 F#6 B-6 B-5 F#3 G#1;15;A
277,5;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1356;70; E-6 F#6 B-6 B-5 B-3 G#1;15;A
277,625;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1357;70; E-6 F#6 B-6 B-5 E-4 G#1;15;A
277,75;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1358;70; E-6 F#6 B-6 B-5 F#4 G#1;15;A
277,875;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1359;70; E-6 F#6 B-6 B-5 B-4 G#1;15;A
278;[0, 2, 4, 5, 7, 9];[1, 3, 5, 6, 8, 10];[0, 2, 4, 5, 7, 9];94;32;1360;70; F5 B-5 C#6 E-6 F#6 B-6 G#1;15;A
278,25;[0, 2, 4, 6, 9];[6, 8, 10, 0, 3];[5, 7, 9, 11, 2];94;32;1361;70; E-5 G#5 C6 E-6 F#6 B-6 G#1;15;A
278,5;[0, 2, 4, 7, 9];[6, 8, 10, 1, 3];[5, 7, 9, 0, 2];94;32;1362;70; C#5 F#5 B-5 E-6 F#6 B-6 G#1;15;A
279;[0, 2, 4, 7, 9];[6, 8, 10, 1, 3];[5, 7, 9, 0, 2];94;32;1363;70; E-6 F#6 B-6 C#5 F#5 B-5 E-3 G#1;15;A
279,5;[0, 2, 4, 7, 9];[6, 8, 10, 1, 3];[5, 7, 9, 0, 2];94;32;1364;70; C#4 F#4 B-4 E-6 F#6 B-6 G#1 E-3;15;A
280;[0, 2, 3, 5, 7, 9];[3, 5, 6, 8, 10, 0];[2, 4, 5, 7, 9, 11];94;32;1365;70; C4 F4 G#4 E-6 F#6 B-6 G#2 G#1;15;A
280,5;[0, 3, 5, 7];[3, 6, 8, 10];[2, 5, 7, 9];94;32;1366;70; B-3 E-4 F#4 E-6 F#6 B-6 G#1 G#2;15;A
281;[0, 3, 7];[3, 6, 10];[2, 5, 9];66;58;1367;71; B-3 E-4 F#4;15;A
281,5;[0, 4, 7];[6, 10, 1];[5, 9, 0];70;61;1368;71; C#4 F#4 B-4;15;A
282;[0, 3, 7];[5, 8, 0];[4, 7, 11];68;60;1369;71; C4 F4 G#4;15;A
282,5;[0, 3, 7];[3, 6, 10];[2, 5, 9];66;58;1370;71; B-3 E-4 F#4;15;A
283,625;[0, 4, 7];[6, 10, 1];[5, 9, 0];70;61;1371;71; C#4 F#4 B-4;15;A
284,375;[0, 3, 7];[5, 8, 0];[4, 7, 11];68;60;1372;71; C4 F4 G#4;15;A
285;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];73;58;1373;72; B-4 C#5 B-3 E-4 F#4;15;A
285,625;[0, 2, 3, 5, 7, 9];[3, 5, 6, 8, 10, 0];[2, 4, 5, 7, 9, 11];80;58;1374;72; C5 F5 G#5 B-3 E-4 F#4;15;A
286,25;[0, 3, 7];[3, 6, 10];[2, 5, 9];66;58;1375;72; B-3 E-4 F#4;15;A
286,375;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];75;58;1376;72; B-4 C#5 E-5 B-3 E-4 F#4;15;A
287;[0, 2, 4, 7, 9];[6, 8, 10, 1, 3];[5, 7, 9, 0, 2];92;58;1377;72; B-4 C#5 E-5 G#5 G#6 B-3 E-4 F#4;15;A
289;[0, 3, 5, 7, 8];[10, 1, 3, 5, 6];[9, 0, 2, 4, 5];89;58;1378;73; B-4 C#5 E-5 F5 F6 B-3 E-4 F#4;15;A
291;[0, 3, 5, 8];[10, 1, 3, 6];[9, 0, 2, 5];87;58;1379;73; B-4 C#5 E-5 E-6 B-3 E-4 F#4;15;A
293;[0, 2, 4, 7];[1, 3, 5, 8];[0, 2, 4, 7];75;61;1380;74; E-5 G#4 C#4 F4;15;A
293,375;[0, 1, 3, 5, 8];[0, 1, 3, 5, 8];[11, 0, 2, 4, 7];75;60;1381;74; E-5 G#4 C4 C#4 F4;15;A
293,625;[0, 2, 3, 7];[10, 0, 1, 5];[9, 11, 0, 4];82;58;1382;74; C#5 F5 B-5 B-3 C#4 F4 C4;15;A
293,75;[0, 3, 7];[10, 1, 5];[9, 0, 4];82;58;1383;74; C#5 F5 B-5 C#4 F4 B-3;15;A
294,25;[0, 3, 7];[10, 1, 5];[9, 0, 4];65;58;1384;74; C#4 F4 B-3;15;A
294,375;[0, 2, 3, 5, 7];[10, 0, 1, 3, 5];[9, 11, 0, 2, 4];77;58;1385;74; C5 E-5 F5 C#4 F4 B-3;15;A
295;[0, 2, 4, 7];[1, 3, 5, 8];[0, 2, 4, 7];87;73;1386;74; E-6 G#5 C#5 F5;15;A
295,375;[0, 1, 3, 5, 8];[0, 1, 3, 5, 8];[11, 0, 2, 4, 7];87;72;1387;74; E-6 G#5 C5 C#5 F5;15;A
295,625;[0, 2, 3, 7];[10, 0, 1, 5];[9, 11, 0, 4];94;70;1388;74; C#6 F6 B-6 B-4 C#5 F5 C5;15;A
